time,engineLoad,coolantTemp,rpm,speed,intakeTemp,maf,throttlePos,timingAdvance,xG,yG,zG,orientation,gpsSpeed,gpsLat,gpsLon,gpsAlt,gpsClimb
15:02:16.171233,17.254901960784313,76,1011.0,0.0,27,5.27,0.0,21.5,0.0458984375,-0.2080078125,0.94970703125,5,0.09618826089999999,36.587085,-121.755136667,225.4,0.0067108089
15:02:16.319365,17.254901960784313,76,1011.0,0.0,27,5.27,0.0,21.5,0.05517578125,-0.3076171875,0.9375,5,6.156048697599999,36.587085,-121.755136667,225.4,0.0067108089
15:05:49.754537,47.450980392156865,79,2067.0,26.718953,24,6.38,0.0,21.0,0.67431640625,-0.11328125,0.9990234375,5,5.525232661,36.582633333,-121.757208333,225.3,-0.0
15:05:49.885401,47.450980392156865,79,2067.0,26.718953,24,6.38,0.0,21.0,0.53173828125,-0.58740234375,0.95068359375,5,24.6845920705,36.582633333,-121.757208333,225.3,-0.0
15:05:50.698011,47.450980392156865,79,2293.0,26.718953,24,40.83,16.862745098039216,21.0,0.61328125,-0.11865234375,0.77490234375,5,35.014763903900004,36.582766667,-121.757183333,211.7,-31.8226558038
15:05:50.837086,47.450980392156865,79,2293.0,26.718953,24,40.83,16.862745098039216,21.0,0.54150390625,-0.27587890625,0.95556640625,5,24.3266822625,36.582766667,-121.757183333,211.7,-31.8226558038
15:05:51.706678,64.70588235294117,79,2293.0,32.932663,24,40.83,16.862745098039216,23.5,0.4775390625,-0.623046875,0.97705078125,5,25.411596367999998,36.582833333,-121.757086667,211.4,-0.6688439536999999
15:05:51.846873,64.70588235294117,79,2293.0,32.932663,23,40.83,16.862745098039216,23.5,0.5537109375,-0.126953125,0.94091796875,5,23.707050907400003,36.582833333,-121.757086667,211.4,-0.6688439536999999
15:05:52.727561,64.70588235294117,79,2801.0,32.932663,23,60.06,23.92156862745098,23.5,0.3662109375,-0.40234375,0.94189453125,5,28.2815856409,36.582935,-121.757021667,212.1,1.5591446010999999
15:05:52.866738,64.70588235294117,78,2801.0,32.932663,23,60.06,23.92156862745098,23.5,0.548828125,-0.5908203125,0.74853515625,5,25.478704457000003,36.582935,-121.757021667,212.1,1.5591446010999999
15:05:53.720942,66.27450980392157,78,2801.0,39.146373,23,60.06,23.92156862745098,25.5,0.30517578125,-0.4619140625,0.9248046875,5,31.088940697399998,36.583056667,-121.756981667,212.9,1.7806012948
15:05:54.065618,66.27450980392157,78,2801.0,39.146373,22,60.06,23.92156862745098,25.5,0.015625,-0.52392578125,0.8544921875,5,27.8610416165,36.583056667,-121.756981667,212.9,1.7806012948
15:06:30.468355,10.980392156862745,80,3342.0,57.166132,21,19.72,0.0,43.0,0.603515625,-0.1171875,1.11865234375,5,21.7363100271,36.580695,-121.754278333,214.9,0.1207945602
15:06:30.600413,10.980392156862745,80,3342.0,57.166132,21,19.72,0.0,43.0,0.62646484375,-0.2841796875,0.9912109375,5,55.824982302799995,36.580695,-121.754278333,214.9,0.1207945602
15:06:31.418866,19.215686274509803,80,3342.0,54.059277,21,19.72,0.0,48.5,1.02734375,-0.26025390625,1.03076171875,5,94.6939874516,36.580311667,-121.754358333,215.0,0.21921975740000002
15:06:31.560108,19.215686274509803,80,3342.0,54.059277,21,19.72,0.0,48.5,0.90380859375,-0.6806640625,0.94970703125,5,55.778006640499996,36.580311667,-121.754358333,215.0,0.21921975740000002
15:06:32.420324,19.215686274509803,80,3111.0,54.059277,21,51.87,17.647058823529413,48.5,0.65478515625,-0.47119140625,1.03271484375,5,51.512169116399996,36.580111667,-121.754291667,215.1,0.22369363
15:06:32.560600,19.215686274509803,80,3111.0,54.059277,21,51.87,17.647058823529413,48.5,0.779296875,-0.3173828125,0.9228515625,5,57.3886007765,36.580111667,-121.754291667,215.1,0.22369363
15:06:33.407648,65.88235294117646,80,3111.0,52.816535,21,51.87,17.647058823529413,24.0,0.62353515625,-0.29296875,0.814453125,5,47.487920712699996,36.579948333,-121.75417,215.2,0.22369363
15:06:33.547934,65.88235294117646,80,3111.0,52.816535,21,51.87,17.647058823529413,24.0,0.7353515625,-0.44970703125,0.9873046875,5,58.1603438,36.579948333,-121.75417,215.2,0.22369363
15:06:34.419309,65.88235294117646,80,3185.0,52.816535,21,83.19,30.980392156862745,24.0,0.52392578125,-0.57421875,0.9716796875,5,53.2525055578,36.579781667,-121.754,215.5,0.6666070174
15:06:34.758706,82.3529411764706,79,3185.0,52.816535,21,83.19,30.980392156862745,24.0,0.3115234375,-0.55712890625,1.00634765625,5,56.721993759099995,36.579781667,-121.754,215.5,0.6666070174
15:06:35.425552,82.3529411764706,79,3185.0,56.544761,21,83.19,30.980392156862745,21.5,0.51513671875,-0.3466796875,0.92724609375,5,58.7598427284,36.579643333,-121.753755,217.9,5.2679849865
15:06:35.563620,82.3529411764706,79,3185.0,56.544761,19,83.19,30.980392156862745,21.5,0.39599609375,-0.40966796875,0.89404296875,5,51.382426810999995,36.579643333,-121.753755,217.9,5.2679849865
15:06:36.385446,82.3529411764706,79,3426.0,56.544761,19,91.94,38.8235294117647,21.5,0.19287109375,-0.51025390625,0.86669921875,5,22.8212241326,36.579623333,-121.753646667,219.4,3.4404080294
15:06:36.519363,82.3529411764706,79,3426.0,56.544761,19,91.94,38.8235294117647,21.5,0.09716796875,-0.58740234375,0.96142578125,5,49.1029887213,36.579623333,-121.753646667,219.4,3.4404080294
